"identifier	Origin	DiffAvg	definition",,,,,,,,,,
"MOD:00381	U	1691.97	""A protein modification that effectively converts an L-selenocysteine residue to L-selenocysteinyl tungsten bis(molybdopterin guanine dinucleotide).""",,,,,,,,,,
"MOD:01650	V	-99.13	""A protein modification that effectively removes or replaces an L-valine.""",,,,,,,,,,
"MOD:00109	V	-0.98	""A protein modification that effectively converts an L-valine residue to L-valine amide.""",,,,,,,,,,
"MOD:00588	V	6.01	""A protein modification that effectively converts an L-valine residue to 5x(13)C","1x(15)N labeled L-valine.""",,,,,,,,,
"MOD:00756	V	16.00	""A protein modification that effectively converts an L-valine residue to 4-hydroxy-D-valine.""",,,,,,,,,,
"MOD:01386	V	16.00	""A protein modification that effectively converts an L-valine residue to 3-hydroxy-L-valine.""",,,,,,,,,,
"MOD:00063	V	42.04	""A protein modification that effectively converts an L-valine residue to N-acetyl-L-valine.""",,,,,,,,,,
"MOD:01874	V	44.01	""A protein modification that effectively converts an L-alanine residue to N-carboxy-L-valine.""",,,,,,,,,,
"MOD:00280	V	70.05	""A protein modification that effectively converts an L-valine residue to N-pyruvic acid 2-iminyl-L-valine.""",,,,,,,,,,
"MOD:01665	V	178.08	""A protein modification that effectively crosslinks an N-terminal L-valine residue and a strand of DNA at the C-1 of a ribose", freeing the nucleotide base and forming N-(DNA-1&apos;,"2&apos;-dideoxyribos-1&apos;-ylidene)-L-valine.""",,,,,,,,
"MOD:01648	W	-186.21	""A protein modification that effectively removes or replaces an L-tryptophan.""",,,,,,,,,,
"MOD:00107	W	-0.98	""A protein modification that effectively converts an L-tryptophan residue to L-tryptophan amide.""",,,,,,,,,,
"MOD:00962	W	2.02	""A protein modification that by reducing the indole ring system of tryptophan to indoline effectively converts an L-tryptophan residue to 2&apos;","3&apos;-dihydrotryptophan.""",,,,,,,,,
"MOD:00462	W	3.99	""A protein modification that effectively converts an L-tryptophan residue to L-kynurenine.""",,,,,,,,,,
"MOD:00966	W	12.01	""A protein modification that effectively converts an N-terminal L-tryptophan residue by a formadehyde adduct to 1",2,3,"4-tetrahydro-beta-carboline-3-carboxylic acid.""",,,,,,,
"MOD:00327	W	16.00	""A protein modification that effectively converts an L-tryptophan residue to a 3-hydroxy-L-tryptophan.""",,,,,,,,,,
"MOD:01622	W	16.00	""A protein modification that effectively converts an L-tryptophan residue to one of several monohydroxylated tryptophan residues"," including 3-hydroxy-L-tryptophan and 7&apos;-hydroxy-L-tryptophan.""",,,,,,,,,
"MOD:01664	W	16.00	""A protein modification that effectively converts an L-tryptophan residue to a 7&apos;-hydroxy-L-tryptophan.""",,,,,,,,,,
"MOD:01816	W	16.00	""A protein modification that effectively converts an L-tryptophan residue to a 2&apos;-hydroxy-L-tryptophan.""",,,,,,,,,,
"MOD:01817	W	16.00	""A protein modification that effectively converts an L-tryptophan residue to a 2&apos;-oxo-L-tryptophan.""",,,,,,,,,,
"MOD:01226	W	17.99	""A protein modification that effectively converts an L-tryptophan residue to an L-fluorotryptophan.""",,,,,,,,,,
"MOD:01479	W	17.99	""A protein modification that effectively converts an L-tryptophan residue into an 4&apos;-fluoro-L-tryptophan.""",,,,,,,,,,
"MOD:01480	W	17.99	""A protein modification that effectively converts an L-tryptophan residue into an 5&apos;-fluoro-L-tryptophan.""",,,,,,,,,,
"MOD:01481	W	17.99	""A protein modification that effectively converts an L-tryptophan residue into an 6&apos;-fluoro-L-tryptophan.""",,,,,,,,,,
"MOD:00463	W	19.99	""A protein modification that effectively converts an L-tryptophan residue to 3&apos;-hydroxy-L-kynurenine.""",,,,,,,,,,
"MOD:01106	W	28.01	""A protein modification that effectively converts an L-tryptophan residue to N-formyl-L-tryptophan.""",,,,,,,,,,
"MOD:01994	W	28.01	""A protein modification that effectively converts an L-tryptophan residue to N1&apos;-formyl-L-tryptophan.""",,,,,,,,,,
"MOD:01995	W	28.01	""A protein modification that effectively converts an L-tryptophan residue to N2-formyl-L-tryptophan.""",,,,,,,,,,
"MOD:00157	W	29.98	""A protein modification that effectively converts an L-tryptophan residue to an L-tryptophan quinone.""",,,,,,,,,,
"MOD:00607	W	30.99	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:00464	W	32.00	""A protein modification that effectively converts an L-tryptophan residue to N&apos;-formyl-L-kynurenine.""",,,,,,,,,,
"MOD:00886	W	34.44	""A protein modification that effectively converts an L-tryptophan residue to 6&apos;-chloro-L-tryptophan.""",,,,,,,,,,
"MOD:01843	W	34.44	""A protein modification that effectively converts an L-tryptophan residue to 5&apos;-chloro-L-tryptophan.""",,,,,,,,,,
"MOD:01913	W	34.44	""A protein modification that effectively substitutes one hydrogen atom of an L-tryptophan residue with one chlorine atom.""",,,,,,,,,,
"MOD:00785	W	42.04	""A protein modification that effectively converts an L-tryptophan residue to N2-acetyl-L-tryptophan.""",,,,,,,,,,
"MOD:00618	W	44.01	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:01351	W	45.00	""A protein modification that effectively converts an L-tryptophan residue to a nitrated L-tryptophan.""",,,,,,,,,,
"MOD:01328	W	58.04	""modification from UniMod Chemical derivative - hydroxylethanone""",,,,,,,,,,
"MOD:01379	W	78.09	""A protein modification that effectively converts an L-tryptophan residue to 2&apos;-methylsulfonyl-L-tryptophan.""",,,,,,,,,,
"MOD:00188	W	78.90	""A protein modification that effectively converts an L-tryptophan residue to 6&apos;-bromo-L-tryptophan.""",,,,,,,,,,
"MOD:00139	W	100.07	""A protein modification that effectively converts an L-tryptophan residue to N2-succinyl-L-tryptophan.""",,,,,,,,,,
"MOD:00817	W	136.24	""A protein modification that effectively converts an L-tryptophan residue to 3&apos;-geranyl-2&apos;",3&apos;-dihydro-2&apos;,"N2-cyclo-L-tryptophan.""",,,,,,,,
"MOD:00533	W	152.99	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:00532	W	159.01	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:01305	W	161.16	""A protein modification that effectively converts an L-tryptophan residue to N1&apos;-hexosaminyl-L-tryptophan.""",,,,,,,,,,
"MOD:00165	W	162.14	""A protein modification that effectively converts an L-tryptophan residue to 1&apos;-mannosyl-L-tryptophan.""",,,,,,,,,,
"MOD:00222	W	162.14	""A protein modification that effectively converts an L-tryptophan residue to 2&apos;-alpha-mannosyl-L-tryptophan.""",,,,,,,,,,
"MOD:01609	W	178.14	""A protein modification that effectively converts an L-tryptophan residue to 7&apos;-hydroxy-2&apos;-alpha-mannosyl-L-tryptophan.""",,,,,,,,,,
"MOD:01590	W	204.36	""A protein modification that effectively converts an L-tryptophan residue to 3&apos;-farnesyl-2&apos;",3&apos;-dihydro-2&apos;,"N2-cyclo-L-tryptophan.""",,,,,,,,
"MOD:01249	W	322.17	""A protein modification that is produced by reaction of iodouridine monophosphate", or a polynucleotide containing iodouridine," with an L-tryptophan residue.""",,,,,,,,
"MOD:00766	X	-128.18	""modification from UniMod Post-translational - C-terminal loss of lysine""",,,,,,,,,,
"MOD:01151	X	-97.99	""Covalent modification of", or a change resulting in an alteration of the measured molecular mass of," a peptide or protein amino acid phosphorylated residue with a secondary loss of a neutral trihydrogen phosphate molecular fragment.""",,,,,,,,
"MOD:00957	X	-44.01	""Covalent modification of", or a change resulting in an alteration of the measured molecular mass of," a peptide or protein amino acid residue with a secondary loss of a neutral carbon dioxide molecular fragment.""",,,,,,,,
"MOD:00960	X	-44.01	""A protein modification that effectively replaces a carboxylic acid group with a hydrogen atom.""",,,,,,,,,,
"MOD:00508	X	-29.02	""modification from UniMod Other""",,,,,,,,,,
"MOD:00416	X	-18.02	""A change resulting in an alteration of the measured molecular mass of a peptide or protein hydroxyl amino acid phosphorylated promptly followed by secondary loss of a neutral trihydrogen phosphate molecular fragment.""",,,,,,,,,,
"MOD:00704	X	-18.02	""A protein modification that effectively forms a double bond by removing a molecule of water from a residue.""",,,,,,,,,,
"MOD:01160	X	-17.03	""A protein modification that effectively results in the loss of an ammonia", usually by a process of vicinal dehydration, rearrangement, and rehydration with release of ammonia," resulting in a loss of nitrogen with no gain of oxygen.""",,,,,,
"MOD:01161	X	-16.00	""A protein modification that effectively removes oxygen atoms from a residue without the removal of hydrogen atoms.""",,,,,,,,,,
"MOD:01888	X	-2.02	""A protein modification that effectively removes two neutral hydrogen atoms (proton and electron) from a residue.""",,,,,,,,,,
"MOD:01701	X	-1.01	""A protein modification that effectively removes a hydrogen cation", a proton," forming an anionic residue.""",,,,,,,,
"MOD:01702	X	-1.01	""A protein modification that effectively removes a proton from a residue 1-carboxyl group (referred to as the alpha-carboxyl)"," forming a carboxylate anion.""",,,,,,,,,
"MOD:00674	X	-0.98	""A protein modification that effectively replaces a carboxyl group with a carboxamido group.""",,,,,,,,,,
"MOD:00883	X	-0.98	""A protein modification that effectively replaces a 1-carboxyl group (usually referred to as the alpha-carboxyl) with a carboxamido group.""",,,,,,,,,,
"MOD:00400	X	0.98	""A protein modification that effectively replaces a carboxamido group with a carboxyl group"," with both a gain of oxygen and loss of a nitrogen and a hydrogen.""",,,,,,,,,
"MOD:01699	X	1.01	""A protein modification that effectively adds a hydrogen cation", a proton," forming a cationic residue.""",,,,,,,,
"MOD:01700	X	1.01	""A protein modification that effectively adds a proton to a residue alpha-amnino or alpha-imino group forming an alpha-aminium or alpha-iminium group"," respectively.""",,,,,,,,,
"MOD:00411	X	2.00	""modification from UniMod Isotopic label. OBSOLETE because UniMod:18 is now merged with entry 258 remap to MOD:00581 &apos;single 018 label&apos;""",,,,,,,,,,
"MOD:00581	X	2.00	""A protein modification that effectively substitutes one (18)O atom for one (16)O atom.""",,,,,,,,,,
"MOD:00852	X	2.99	""A protein modification that effectively replaces a carboxamido group with a carboxyl group labeled with one (18)O.""",,,,,,,,,,
"MOD:00585	X	3.02	""A protein modification that effectively substitutes three (2)H deuterium atoms for three (1)H protium atoms.""",,,,,,,,,,
"MOD:00546	X	4.01	""A protein modification that effectively substitutes two (18)O atom for the two (16)O atoms of an alpha-carboxyl (1-carboxyl) group.""",,,,,,,,,,
"MOD:00853	X	4.99	""A protein modification that effectively replaces a carboxamido group with a carboxyl group labeled with two (18)O.""",,,,,,,,,,
"MOD:01832	X	5.02	""A protein modification that effectively converts a residue containing common isotopes to a 5x(13)C-labeled residue.""",,,,,,,,,,
"MOD:01809	X	6.01	""A protein modification that effectively converts a residue containing common isotopes to a 5x(13)C","1x(15)N labeled residue.""",,,,,,,,,
"MOD:00544	X	6.02	""A protein modification that effectively converts a residue containing common isotopes to a 6x(13)C labeled residue.""",,,,,,,,,,
"MOD:01370	X	7.02	""A protein modification that effectively converts a residue containing common isotopes to a 6x(13)C","1x(15)N labeled residue.""",,,,,,,,,
"MOD:00540	X	9.03	""A protein modification that effectively converts a residue containing common isotopes to a 9x(13)C labeled residue.""",,,,,,,,,,
"MOD:00643	X	13.04	""modification from UniMod Artifact""",,,,,,,,,,
"MOD:00407	X	14.03	""A protein modification that effectively replaces a carboxyl group with a carboxy methyl ester group. OBSOLETE because UniMod:14 merged with entry 34"," remap to MOD:00599.""",,,,,,,,,
"MOD:00599	X	14.03	""A protein modification that effectively replaces one hydrogen atom with one methyl group.""",,,,,,,,,,
"MOD:01680	X	14.03	""A protein modification that effectively replaces one residue alpha amino or imino hydrogen with one methyl group.""",,,,,,,,,,
"MOD:01689	X	14.03	""A protein modification that effectively converts a carboxyl-terminal residue to an alpha-carboxyl (1-carboxyl) methyl ester.""",,,,,,,,,,
"MOD:01369	X	15.01	""A protein modification that effectively replaces a carboxamido group with a carboxyl methyl ester group.""",,,,,,,,,,
"MOD:00412	X	16.00	""modification from UniMod artifact. OBSOLETE because UniMod entry 19 is now merged with UniMod 35 remap to MOD:00425 &apos;monohydroxylated residue&apos;.""",,,,,,,,,,
"MOD:00425	X	16.00	""A protein modification that effectively replaces one hydrogen atom with a hydroxyl group.""",,,,,,,,,,
"MOD:00617	X	17.03	""A protein modification that effectively converts a residue containing common isotopes to a 3x(2)H labeled residue methyl ester.""",,,,,,,,,,
"MOD:01910	X	17.99	""A protein modification that effectively substitutes one hydrogen atom of a residue with one fluorine atom.""",,,,,,,,,,
"MOD:01794	X	18.04	""A protein modification that effectively replaces the methyl group of a residue containing common isotopes with a 1x(13)C","3x(2)H labeled monomethylated residue.""",,,,,,,,,
"MOD:00423	X	21.98	""A protein modification that effectively substitutes one sodium atom for one hydrogen atom.""",,,,,,,,,,
"MOD:00577	X	26.04	""modification from UniMod Other""",,,,,,,,,,
"MOD:00409	X	28.01	""A protein modification that effectively replaces a residue amino group with a formamido group.""",,,,,,,,,,
"MOD:00493	X	28.01	""A protein modification that effectively replaces a hydrogen atom with a formyl group.""",,,,,,,,,,
"MOD:01483	X	28.01	""A protein modification that effectively replaces a residue hydroxyl group with a formyloxy group.""",,,,,,,,,,
"MOD:00429	X	28.05	""A protein modification that effectively replaces two hydrogen atoms with two methyl groups.""",,,,,,,,,,
"MOD:00578	X	28.05	""modification from UniMod Other""",,,,,,,,,,
"MOD:01339	X	28.05	""A protein modification that effectively replaces a hydrogen atom with an ethyl group.""",,,,,,,,,,
"MOD:01686	X	28.05	""A protein modification that effectively replaces two alpha amino hydrogen atoms with two methyl group.""",,,,,,,,,,
"MOD:00428	X	32.00	""A protein modification that effectively replaces two hydrogen atoms with two hydroxyl groups.""",,,,,,,,,,
